Guess,AverageRemainingSolutions,NumberOfGroups,WordsPerGroup,PotentialSolution
cures,116.39540926808125,121,19.082644628099175,0
curie,102.08531831961874,121,19.082644628099175,0
deist,112.9480294499782,121,19.082644628099175,0
drant,104.11823300129907,121,19.082644628099175,0
drole,93.6643568644433,121,19.082644628099175,0
eliad,115.66089216110856,121,19.082644628099175,0
enlit,115.31095712429611,121,19.082644628099175,0
gilet,115.86357730619304,121,19.082644628099175,0
haler,84.77999133824149,121,19.082644628099175,0
moten,124.02035513209164,121,19.082644628099175,0
nitre,86.53226504980496,121,19.082644628099175,0
padre,106.74187960155903,121,19.082644628099175,0
patin,138.91684711996575,121,19.082644628099175,0
pears,99.00173235166721,121,19.082644628099175,0
pilar,113.22867042009511,121,19.082644628099175,0
piste,126.35556517973133,121,19.082644628099175,0
prent,109.62278042442601,121,19.082644628099175,0
pries,106.94196621914236,121,19.082644628099175,0
ragde,118.09571242962305,121,19.082644628099175,0
rones,91.76743178865289,121,19.082644628099175,0
sable,101.07362494586386,121,19.082644628099175,0
saned,93.41316587267204,121,19.082644628099175,0
scrae,80.93157210913802,121,19.082644628099175,0
sheal,111.09961022087464,121,19.082644628099175,0
shent,143.0199220441753,121,19.082644628099175,0
sitar,85.36725855348622,121,19.082644628099175,0
slipt,157.18796015591224,121,19.082644628099175,0
sorta,93.28757037678628,121,19.082644628099175,0
speal,120.00822867041997,121,19.082644628099175,0
sprit,143.62104807275918,121,19.082644628099175,0
tires,83.84365526201807,121,19.082644628099175,0
touse,100.9636206149847,121,19.082644628099175,0
trona,95.71632741446494,121,19.082644628099175,0
twire,115.85404937202237,121,19.082644628099175,0
plant,120.91511476829784,120,19.241666666666667,1
trash,115.88263317453429,120,19.241666666666667,1
metal,111.58207016024235,120,19.241666666666667,1
angle,116.5443915114767,120,19.241666666666667,1
laden,104.42745777392794,120,19.241666666666667,1
write,111.86530965786038,120,19.241666666666667,1
flier,122.76699870073612,120,19.241666666666667,1
score,91.32308358596781,120,19.241666666666667,1
realm,97.33261152013844,120,19.241666666666667,1
deign,198.87267215244754,120,19.241666666666667,1
super,131.39151147683017,120,19.241666666666667,1
feast,114.76699870073607,120,19.241666666666667,1
pedal,138.32784755305372,120,19.241666666666667,1
torch,168.11130359463016,120,19.241666666666667,1
beast,107.53616284105658,120,19.241666666666667,1
early,96.30359462970968,120,19.241666666666667,1
aisle,76.08964919878721,120,19.241666666666667,1
broad,162.9090515374626,120,19.241666666666667,1
tribe,104.88653096578587,120,19.241666666666667,1
tenor,86.41533131225619,120,19.241666666666667,1
worse,120.24902555218698,120,19.241666666666667,1
sauce,95.2433954092679,120,19.241666666666667,1
droit,123.06756171502806,120,19.241666666666667,1
peril,104.96275443915104,120,19.241666666666667,1
aleft,124.1961888263316,120,19.241666666666667,0
algin,168.58077089649254,120,19.241666666666667,0
alure,75.67388479861397,120,19.241666666666667,0
anole,78.66738847986133,120,19.241666666666667,0
arced,106.31225638804665,120,19.241666666666667,0
argot,115.80640970116919,120,19.241666666666667,0
blite,116.06799480294488,120,19.241666666666667,0
blore,107.14811606756155,120,19.241666666666667,0
boral,128.85015158077113,120,19.241666666666667,0
borde,147.352533564314,120,19.241666666666667,0
caneh,118.47509744478113,120,19.241666666666667,0
claes,89.79688176699852,120,19.241666666666667,0
crise,85.85404937202239,120,19.241666666666667,0
dorse,97.03637938501502,120,19.241666666666667,0
dotal,122.25508878302276,120,19.241666666666667,0
farle,94.97574707665638,120,19.241666666666667,0
farse,94.52880034647022,120,19.241666666666667,0
feist,138.47682979644895,120,19.241666666666667,0
grone,115.70073624945854,120,19.241666666666667,0
hance,115.87397141619736,120,19.241666666666667,0
liger,116.03681247293183,120,19.241666666666667,0
lunet,104.3624945864009,120,19.241666666666667,0
morne,107.8029449978344,120,19.241666666666667,0
oread,101.38025119099166,120,19.241666666666667,0
pacer,107.27024686011248,120,19.241666666666667,0
parol,108.44651364226927,120,19.241666666666667,0
pelta,107.72152446946714,120,19.241666666666667,0
preon,117.89562581203963,120,19.241666666666667,0
rebit,117.3828497184927,120,19.241666666666667,0
redon,125.04244261585082,120,19.241666666666667,0
reman,108.68904287570359,120,19.241666666666667,0
rosit,102.28453876136847,120,19.241666666666667,0
salut,115.50238198354252,120,19.241666666666667,0
selah,102.42485924642686,120,19.241666666666667,0
sired,97.64616717193574,120,19.241666666666667,0
slake,113.57860545690758,120,19.241666666666667,0
speil,130.50194889562619,120,19.241666666666667,0
sucre,109.25465569510591,120,19.241666666666667,0
tales,75.83932438284955,120,19.241666666666667,0
teind,132.96448679081908,120,19.241666666666667,0
tenia,92.83542659159792,120,19.241666666666667,0
theca,143.05283672585577,120,19.241666666666667,0
crust,142.23603291468208,119,19.403361344537814,1
carve,125.03464703334761,119,19.403361344537814,1
spilt,159.94932871372953,119,19.403361344537814,1
brain,124.91771329579886,119,19.403361344537814,1
braid,151.38544824599438,119,19.403361344537814,1
south,195.98310957124355,119,19.403361344537814,1
penal,110.93763533997391,119,19.403361344537814,1
stole,84.2559549588565,119,19.403361344537814,1
medal,147.0008661758342,119,19.403361344537814,1
spice,136.31918579471667,119,19.403361344537814,1
decal,126.89605889995651,119,19.403361344537814,1
prune,120.41100043308774,119,19.403361344537814,1
trend,112.62494586401026,119,19.403361344537814,1
motel,109.88349935036793,119,19.403361344537814,1
snipe,130.7358163707235,119,19.403361344537814,1
anger,111.78388912949312,119,19.403361344537814,1
algor,120.23170203551301,119,19.403361344537814,0
anted,106.53659592897341,119,19.403361344537814,0
argil,120.90991771329567,119,19.403361344537814,0
arpen,97.20788220008649,119,19.403361344537814,0
baled,139.92074491121747,119,19.403361344537814,0
